Data;Godzina;COR;CRO;CROs;CROz
20181001;1;-;200,00;200,00;200,00
20181001;2;-;200,00;200,00;200,00
20181001;3;-;200,00;200,00;200,00
20181001;4;-;214,05;214,05;214,05
20181001;5;-;214,22;214,22;214,22
20181001;6;-;231,89;231,89;231,89
20181001;7;-;296,03;296,03;296,03
20181001;8;42,58;305,17;305,17;305,17
20181001;9;42,58;298,59;298,59;298,59
20181001;10;42,58;298,59;298,59;298,59
20181001;11;42,58;298,56;298,56;298,56
20181001;12;42,58;298,56;298,56;298,56
20181001;13;42,58;298,56;298,56;298,56
20181001;14;42,58;298,56;298,56;298,56
20181001;15;39,13;251,68;251,68;251,68
20181001;16;38,59;251,68;251,68;251,68
20181001;17;38,02;251,68;251,68;251,68
20181001;18;37,08;251,68;251,68;251,68
20181001;19;42,58;305,17;305,17;305,17
20181001;20;42,58;305,17;305,17;305,17
20181001;21;42,58;298,56;298,56;298,56
20181001;22;34,60;280,89;280,89;280,89
20181001;23;-;249,60;249,60;249,60
20181001;24;-;196,96;196,96;196,96
20181002;1;-;198,44;198,44;198,44
20181002;2;-;195,38;195,38;195,38
20181002;3;-;181,91;181,91;181,91
20181002;4;-;179,04;179,04;179,04
20181002;5;-;200,00;200,00;200,00
20181002;6;-;228,89;228,89;228,89
20181002;7;-;251,68;251,68;251,68
20181002;8;35,59;298,56;298,56;298,56
20181002;9;35,99;305,17;305,17;305,17
20181002;10;36,78;298,59;298,59;298,59
20181002;11;35,27;251,68;251,68;251,68
20181002;12;35,29;251,68;251,68;251,68
20181002;13;37,15;298,56;298,56;298,56
20181002;14;37,88;298,59;298,59;298,59
20181002;15;34,21;251,68;251,68;251,68
20181002;16;33,21;251,68;251,68;251,68
20181002;17;32,82;251,68;251,68;251,68
20181002;18;29,09;215,00;215,00;215,00
20181002;19;29,95;251,68;251,68;251,68
20181002;20;34,43;298,56;298,56;298,56
20181002;21;30,57;215,00;215,00;215,00
20181002;22;23,94;209,89;209,89;209,89
20181002;23;-;195,38;195,38;195,38
20181002;24;-;180,91;180,91;180,91
20181003;1;-;200,00;200,00;200,00
20181003;2;-;179,01;179,01;179,01
20181003;3;-;167,94;167,94;167,94
20181003;4;-;168,06;168,06;168,06
20181003;5;-;178,89;178,89;178,89
20181003;6;-;190,89;190,89;190,89
20181003;7;-;215,00;215,00;215,00
20181003;8;23,98;215,00;215,00;215,00
20181003;9;26,95;215,00;215,00;215,00
20181003;10;27,45;251,68;251,68;251,68
20181003;11;27,04;251,68;251,68;251,68
20181003;12;27,39;230,39;230,39;230,39
20181003;13;27,27;230,15;230,15;230,15
20181003;14;26,33;251,68;251,68;251,68
20181003;15;24,77;251,68;251,68;251,68
20181003;16;24,76;251,68;251,68;251,68
20181003;17;23,19;251,68;251,68;251,68
20181003;18;24,90;251,68;251,68;251,68
20181003;19;29,03;251,68;251,68;251,68
20181003;20;34,80;298,56;298,56;298,56
20181003;21;33,64;305,17;305,17;305,17
20181003;22;24,41;251,68;251,68;251,68
20181003;23;-;251,68;251,68;251,68
20181003;24;-;200,00;200,00;200,00
20181004;1;-;200,80;200,80;200,80
20181004;2;-;200,80;200,80;200,80
20181004;3;-;186,91;186,91;186,91
20181004;4;-;211,89;211,89;211,89
20181004;5;-;211,89;211,89;211,89
20181004;6;-;211,89;211,89;211,89
20181004;7;-;273,75;273,75;273,75
20181004;8;37,15;354,56;354,56;354,56
20181004;9;42,58;760,00;760,00;760,00
20181004;10;42,58;760,00;760,00;760,00
20181004;11;42,44;417,00;417,00;417,00
20181004;12;40,64;360,70;360,70;360,70
20181004;13;36,92;354,56;354,56;354,56
20181004;14;35,40;306,04;306,04;306,04
20181004;15;32,34;298,80;298,80;298,80
20181004;16;32,16;295,20;295,20;295,20
20181004;17;32,51;293,20;293,20;293,20
20181004;18;34,67;251,68;251,68;251,68
20181004;19;42,58;306,04;306,04;306,04
20181004;20;42,58;760,00;760,00;760,00
20181004;21;40,08;299,44;299,44;299,44
20181004;22;32,99;306,00;306,00;306,00
20181004;23;-;232,16;232,16;232,16
20181004;24;-;211,89;211,89;211,89
20181005;1;-;251,68;251,68;251,68
20181005;2;-;230,98;230,98;230,98
20181005;3;-;208,89;208,89;208,89
20181005;4;-;208,89;208,89;208,89
20181005;5;-;208,89;208,89;208,89
20181005;6;-;251,68;251,68;251,68
20181005;7;-;254,14;254,14;254,14
20181005;8;34,39;316,75;316,75;316,75
20181005;9;38,23;319,41;319,41;319,41
20181005;10;36,24;319,44;319,44;319,44
20181005;11;36,26;319,41;319,41;319,41
20181005;12;42,06;319,41;319,41;319,41
20181005;13;42,58;319,41;319,41;319,41
20181005;14;39,92;306,07;306,07;306,07
20181005;15;34,72;251,68;251,68;251,68
20181005;16;34,34;251,68;251,68;251,68
20181005;17;33,52;231,22;231,22;231,22
20181005;18;34,21;230,98;230,98;230,98
20181005;19;36,46;251,68;251,68;251,68
20181005;20;38,00;251,68;251,68;251,68
20181005;21;36,48;236,91;236,91;236,91
20181005;22;30,05;221,65;221,65;221,65
20181005;23;-;208,89;208,89;208,89
20181005;24;-;200,00;200,00;200,00
20181006;1;-;206,91;206,91;206,91
20181006;2;-;200,36;200,36;200,36
20181006;3;-;200,36;200,36;200,36
20181006;4;-;199,00;199,00;199,00
20181006;5;-;200,36;200,36;200,36
20181006;6;-;200,36;200,36;200,36
20181006;7;-;200,36;200,36;200,36
20181006;8;-;211,89;211,89;211,89
20181006;9;-;211,91;211,91;211,91
20181006;10;-;251,68;251,68;251,68
20181006;11;-;251,68;251,68;251,68
20181006;12;-;251,68;251,68;251,68
20181006;13;-;251,68;251,68;251,68
20181006;14;-;240,00;240,00;240,00
20181006;15;-;216,91;216,91;216,91
20181006;16;-;209,89;209,89;209,89
20181006;17;-;215,00;215,00;215,00
20181006;18;-;247,10;247,10;247,10
20181006;19;-;251,68;251,68;251,68
20181006;20;-;265,25;265,25;265,25
20181006;21;-;251,68;251,68;251,68
20181006;22;-;251,68;251,68;251,68
20181006;23;-;250,86;250,86;250,86
20181006;24;-;213,94;213,94;213,94
20181007;1;-;196,91;196,91;196,91
20181007;2;-;200,00;200,00;200,00
20181007;3;-;200,00;200,00;200,00
20181007;4;-;189,89;189,89;189,89
20181007;5;-;200,00;200,00;200,00
20181007;6;-;200,00;200,00;200,00
20181007;7;-;189,89;189,89;189,89
20181007;8;-;196,00;196,00;196,00
20181007;9;-;196,00;196,00;196,00
20181007;10;-;196,00;196,00;196,00
20181007;11;-;204,89;204,89;204,89
20181007;12;-;200,00;200,00;200,00
20181007;13;-;196,00;196,00;196,00
20181007;14;-;175,00;175,00;175,00
20181007;15;-;175,00;175,00;175,00
20181007;16;-;175,00;175,00;175,00
20181007;17;-;175,00;175,00;175,00
20181007;18;-;196,91;196,91;196,91
20181007;19;-;251,68;251,68;251,68
20181007;20;-;270,00;270,00;270,00
20181007;21;-;270,00;270,00;270,00
