Data;Godzina;COR;CRO;CROs;CROz
20180801;1;-;211,89;211,89;211,89
20180801;2;-;213,30;213,30;213,30
20180801;3;-;203,55;203,55;203,55
20180801;4;-;203,16;203,16;203,16
20180801;5;-;203,63;203,63;203,63
20180801;6;-;183,89;183,89;183,89
20180801;7;-;199,00;199,00;199,00
20180801;8;40,40;244,00;244,00;244,00
20180801;9;42,58;288,53;288,53;288,53
20180801;10;42,58;288,53;288,53;288,53
20180801;11;42,58;288,56;288,56;288,56
20180801;12;42,58;291,00;291,00;291,00
20180801;13;42,58;288,53;288,53;288,53
20180801;14;42,58;288,53;288,53;288,53
20180801;15;42,58;247,80;247,80;247,80
20180801;16;42,58;288,53;288,53;288,53
20180801;17;42,58;299,90;299,90;299,90
20180801;18;42,58;324,97;324,97;324,97
20180801;19;42,58;303,90;303,90;303,90
20180801;20;42,58;290,71;290,71;290,71
20180801;21;42,58;288,56;288,56;288,56
20180801;22;42,58;288,53;288,53;288,53
20180801;23;-;249,33;249,33;249,33
20180801;24;-;243,23;243,23;243,23
20180802;1;-;233,58;233,58;233,58
20180802;2;-;210,60;210,60;210,60
20180802;3;-;213,70;213,70;213,70
20180802;4;-;212,50;212,50;212,50
20180802;5;-;212,50;212,50;212,50
20180802;6;-;213,42;213,42;213,42
20180802;7;-;244,00;244,00;244,00
20180802;8;42,58;290,00;290,00;290,00
20180802;9;42,58;308,49;308,49;308,49
20180802;10;42,58;347,00;347,00;347,00
20180802;11;42,58;340,00;340,00;340,00
20180802;12;42,58;380,00;380,00;380,00
20180802;13;42,58;484,06;484,06;484,06
20180802;14;42,58;380,00;380,00;380,00
20180802;15;42,58;300,00;300,00;300,00
20180802;16;42,58;290,00;290,00;290,00
20180802;17;42,58;294,44;294,44;294,44
20180802;18;42,58;340,00;340,00;340,00
20180802;19;42,58;300,00;300,00;300,00
20180802;20;42,58;300,00;300,00;300,00
20180802;21;42,58;349,00;349,00;349,00
20180802;22;42,58;323,61;323,61;323,61
20180802;23;-;288,98;288,98;288,98
20180802;24;-;247,80;247,80;247,80
20180803;1;-;237,53;237,53;237,53
20180803;2;-;205,30;205,30;205,30
20180803;3;-;205,30;205,30;205,30
20180803;4;-;204,17;204,17;204,17
20180803;5;-;205,30;205,30;205,30
20180803;6;-;203,71;203,71;203,71
20180803;7;-;224,01;224,01;224,01
20180803;8;42,58;244,00;244,00;244,00
20180803;9;42,58;247,80;247,80;247,80
20180803;10;42,58;247,80;247,80;247,80
20180803;11;42,58;289,00;289,00;289,00
20180803;12;42,58;289,00;289,00;289,00
20180803;13;42,58;247,80;247,80;247,80
20180803;14;42,58;244,00;244,00;244,00
20180803;15;42,58;244,00;244,00;244,00
20180803;16;42,58;237,71;237,71;237,71
20180803;17;42,58;237,71;237,71;237,71
20180803;18;41,26;244,00;244,00;244,00
20180803;19;41,18;244,00;244,00;244,00
20180803;20;42,58;244,00;244,00;244,00
20180803;21;41,23;266,02;266,02;266,02
20180803;22;41,53;247,80;247,80;247,80
20180803;23;-;243,70;243,70;243,70
20180803;24;-;205,30;205,30;205,30
20180804;1;-;245,29;245,29;245,29
20180804;2;-;244,00;244,00;244,00
20180804;3;-;235,00;235,00;235,00
20180804;4;-;235,00;235,00;235,00
20180804;5;-;220,20;220,20;220,20
20180804;6;-;192,89;192,89;192,89
