Data;Godzina;COR;CRO;CROs;CROz
20180601;1;-;182,89;182,89;182,89
20180601;2;-;184,89;184,89;184,89
20180601;3;-;184,89;184,89;184,89
20180601;4;-;182,89;182,89;182,89
20180601;5;-;182,89;182,89;182,89
20180601;6;-;184,89;184,89;184,89
20180601;7;-;221,16;221,16;221,16
20180601;8;40,50;294,21;294,21;294,21
20180601;9;42,58;427,25;427,25;427,25
20180601;10;42,58;510,00;510,00;510,00
20180601;11;42,58;471,41;471,41;471,41
20180601;12;42,58;471,97;471,97;471,97
20180601;13;42,58;469,96;469,96;469,96
20180601;14;42,58;446,46;446,46;446,46
20180601;15;42,58;284,74;284,74;284,74
20180601;16;36,98;278,71;278,71;278,71
20180601;17;34,89;278,68;278,68;278,68
20180601;18;35,69;278,68;278,68;278,68
20180601;19;34,32;234,35;234,35;234,35
20180601;20;32,57;234,35;234,35;234,35
20180601;21;32,48;221,16;221,16;221,16
20180601;22;31,79;221,16;221,16;221,16
20180601;23;-;221,16;221,16;221,16
20180601;24;-;219,20;219,20;219,20
20180602;1;-;207,18;207,18;207,18
20180602;2;-;181,89;181,89;181,89
20180602;3;-;185,74;185,74;185,74
20180602;4;-;181,89;181,89;181,89
20180602;5;-;181,89;181,89;181,89
20180602;6;-;191,18;191,18;191,18
20180602;7;-;220,70;220,70;220,70
20180602;8;-;231,76;231,76;231,76
20180602;9;-;237,75;237,75;237,75
20180602;10;-;296,10;296,10;296,10
20180602;11;-;237,78;237,78;237,78
20180602;12;-;293,65;293,65;293,65
20180602;13;-;293,65;293,65;293,65
20180602;14;-;268,22;268,22;268,22
20180602;15;-;237,75;237,75;237,75
20180602;16;-;234,35;234,35;234,35
20180602;17;-;237,75;237,75;237,75
20180602;18;-;234,35;234,35;234,35
20180602;19;-;236,09;236,09;236,09
20180602;20;-;246,66;246,66;246,66
20180602;21;-;237,75;237,75;237,75
20180602;22;-;237,75;237,75;237,75
20180602;23;-;231,76;231,76;231,76
20180602;24;-;213,78;213,78;213,78
20180603;1;-;176,89;176,89;176,89
20180603;2;-;176,00;176,00;176,00
20180603;3;-;176,89;176,89;176,89
20180603;4;-;174,89;174,89;174,89
20180603;5;-;186,30;186,30;186,30
20180603;6;-;186,30;186,30;186,30
20180603;7;-;198,63;198,63;198,63
20180603;8;-;211,26;211,26;211,26
20180603;9;-;176,89;176,89;176,89
20180603;10;-;176,00;176,00;176,00
20180603;11;-;176,89;176,89;176,89
20180603;12;-;180,91;180,91;180,91
20180603;13;-;176,89;176,89;176,89
20180603;14;-;176,00;176,00;176,00
20180603;15;-;176,00;176,00;176,00
20180603;16;-;174,89;174,89;174,89
20180603;17;-;174,89;174,89;174,89
20180603;18;-;175,89;175,89;175,89
20180603;19;-;174,89;174,89;174,89
20180603;20;-;176,00;176,00;176,00
20180603;21;-;216,89;216,89;216,89
20180603;22;-;176,89;176,89;176,89
20180603;23;-;176,00;176,00;176,00
20180603;24;-;160,91;160,91;160,91
20180604;1;-;177,84;177,84;177,84
20180604;2;-;185,39;185,39;185,39
20180604;3;-;185,34;185,34;185,34
20180604;4;-;188,69;188,69;188,69
20180604;5;-;185,37;185,37;185,37
20180604;6;-;185,61;185,61;185,61
20180604;7;-;203,89;203,89;203,89
20180604;8;36,34;274,60;274,60;274,60
20180604;9;42,58;274,60;274,60;274,60
20180604;10;42,58;280,55;280,55;280,55
20180604;11;42,58;280,55;280,55;280,55
20180604;12;42,58;280,58;280,58;280,58
20180604;13;42,58;280,55;280,55;280,55
20180604;14;42,58;274,63;274,63;274,63
20180604;15;42,58;274,60;274,60;274,60
20180604;16;38,44;274,60;274,60;274,60
20180604;17;31,07;256,89;256,89;256,89
20180604;18;29,97;234,35;234,35;234,35
20180604;19;30,21;234,35;234,35;234,35
20180604;20;32,28;234,35;234,35;234,35
20180604;21;32,79;234,35;234,35;234,35
20180604;22;33,94;234,35;234,35;234,35
20180604;23;-;223,88;223,88;223,88
20180604;24;-;203,89;203,89;203,89
20180605;1;-;176,89;176,89;176,89
20180605;2;-;178,00;178,00;178,00
20180605;3;-;176,89;176,89;176,89
20180605;4;-;176,89;176,89;176,89
20180605;5;-;176,89;176,89;176,89
20180605;6;-;190,79;190,79;190,79
20180605;7;-;221,16;221,16;221,16
20180605;8;42,58;407,81;407,81;407,81
20180605;9;42,58;466,11;466,11;466,11
20180605;10;42,58;464,72;464,72;464,72
20180605;11;42,58;451,65;451,65;451,65
20180605;12;42,58;466,11;466,11;466,11
20180605;13;42,58;468,10;468,10;468,10
20180605;14;42,58;410,83;410,83;410,83
20180605;15;42,58;309,23;309,23;309,23
20180605;16;41,77;290,59;290,59;290,59
20180605;17;35,53;266,15;266,15;266,15
20180605;18;39,17;274,90;274,90;274,90
20180605;19;42,58;290,80;290,80;290,80
20180605;20;42,58;375,83;375,83;375,83
20180605;21;41,19;290,80;290,80;290,80
20180605;22;40,44;274,90;274,90;274,90
20180605;23;-;215,35;215,35;215,35
20180605;24;-;176,89;176,89;176,89
20180606;1;-;178,00;178,00;178,00
20180606;2;-;178,00;178,00;178,00
20180606;3;-;178,00;178,00;178,00
20180606;4;-;178,00;178,00;178,00
20180606;5;-;178,00;178,00;178,00
20180606;6;-;178,00;178,00;178,00
20180606;7;-;199,00;199,00;199,00
20180606;8;40,92;221,16;221,16;221,16
20180606;9;42,58;234,35;234,35;234,35
20180606;10;42,58;245,00;245,00;245,00
20180606;11;42,58;234,35;234,35;234,35
20180606;12;42,58;274,19;274,19;274,19
20180606;13;42,58;294,02;294,02;294,02
20180606;14;42,58;274,19;274,19;274,19
20180606;15;42,58;274,19;274,19;274,19
20180606;16;42,58;234,35;234,35;234,35
20180606;17;39,50;234,35;234,35;234,35
20180606;18;37,62;221,71;221,71;221,71
20180606;19;38,76;234,35;234,35;234,35
20180606;20;42,58;274,19;274,19;274,19
20180606;21;37,29;234,35;234,35;234,35
20180606;22;34,41;234,35;234,35;234,35
20180606;23;-;182,91;182,91;182,91
20180606;24;-;180,89;180,89;180,89
20180607;1;-;164,42;164,42;164,42
20180607;2;-;163,94;163,94;163,94
20180607;3;-;160,34;160,34;160,34
20180607;4;-;160,34;160,34;160,34
20180607;5;-;160,34;160,34;160,34
20180607;6;-;163,82;163,82;163,82
20180607;7;-;199,00;199,00;199,00
20180607;8;37,22;221,16;221,16;221,16
20180607;9;38,14;276,52;276,52;276,52
20180607;10;40,09;234,35;234,35;234,35
20180607;11;39,39;221,16;221,16;221,16
20180607;12;41,32;237,60;237,60;237,60
20180607;13;42,58;277,77;277,77;277,77
20180607;14;42,58;276,85;276,85;276,85
20180607;15;41,93;277,77;277,77;277,77
20180607;16;37,06;253,86;253,86;253,86
20180607;17;34,84;245,89;245,89;245,89
20180607;18;37,39;277,77;277,77;277,77
20180607;19;39,75;277,77;277,77;277,77
20180607;20;42,28;277,80;277,80;277,80
20180607;21;39,91;290,32;290,32;290,32
20180607;22;33,68;249,00;249,00;249,00
20180607;23;-;220,19;220,19;220,19
20180607;24;-;209,90;209,90;209,90
20180608;1;-;176,89;176,89;176,89
20180608;2;-;167,48;167,48;167,48
20180608;3;-;176,89;176,89;176,89
20180608;4;-;177,89;177,89;177,89
20180608;5;-;178,89;178,89;178,89
20180608;6;-;195,75;195,75;195,75
