Data;Godzina;COR;CRO;CROs;CROz
20190201;1;-;201,92;201,92;201,92
20190201;2;-;220,89;220,89;220,89
20190201;3;-;217,34;217,34;217,34
20190201;4;-;214,10;214,10;214,10
20190201;5;-;226,60;226,60;226,60
20190201;6;-;206,91;206,91;206,91
20190201;7;-;248,89;248,89;248,89
20190201;8;30,09;250,85;250,85;250,85
20190201;9;31,20;282,55;282,55;282,55
20190201;10;33,34;282,55;282,55;282,55
20190201;11;33,76;282,55;282,55;282,55
20190201;12;35,29;282,55;282,55;282,55
20190201;13;33,99;282,55;282,55;282,55
20190201;14;33,68;282,55;282,55;282,55
20190201;15;30,81;236,91;236,91;236,91
20190201;16;29,88;226,91;226,91;226,91
20190201;17;29,99;282,55;282,55;282,55
20190201;18;32,64;282,55;282,55;282,55
20190201;19;30,27;282,55;282,55;282,55
20190201;20;29,25;282,55;282,55;282,55
20190201;21;27,06;271,53;271,53;271,53
20190201;22;23,40;226,60;226,60;226,60
20190201;23;-;222,89;222,89;222,89
20190201;24;-;217,58;217,58;217,58
20190202;1;-;202,20;202,20;202,20
20190202;2;-;201,70;201,70;201,70
20190202;3;-;186,91;186,91;186,91
20190202;4;-;176,91;176,91;176,91
20190202;5;-;175,91;175,91;175,91
20190202;6;-;175,91;175,91;175,91
20190202;7;-;190,91;190,91;190,91
20190202;8;-;201,79;201,79;201,79
20190202;9;-;240,89;240,89;240,89
20190202;10;-;250,89;250,89;250,89
20190202;11;-;250,67;250,67;250,67
20190202;12;-;250,67;250,67;250,67
20190202;13;-;200,91;200,91;200,91
20190202;14;-;200,91;200,91;200,91
20190202;15;-;210,91;210,91;210,91
20190202;16;-;200,91;200,91;200,91
20190202;17;-;175,91;175,91;175,91
20190202;18;-;175,91;175,91;175,91
20190202;19;-;85,74;85,74;85,74
20190202;20;-;77,78;77,78;77,78
20190202;21;-;175,91;175,91;175,91
20190202;22;-;77,78;77,78;77,78
20190202;23;-;77,45;77,45;77,45
20190202;24;-;109,54;109,54;109,54
20190203;1;-;129,85;129,85;129,85
20190203;2;-;75,00;75,00;75,00
20190203;3;-;73,24;73,24;73,24
20190203;4;-;73,74;73,74;73,74
20190203;5;-;75,24;75,24;75,24
20190203;6;-;165,00;165,00;165,00
20190203;7;-;170,91;170,91;170,91
20190203;8;-;181,91;181,91;181,91
20190203;9;-;186,91;186,91;186,91
20190203;10;-;209,86;209,86;209,86
20190203;11;-;209,86;209,86;209,86
20190203;12;-;237,89;237,89;237,89
20190203;13;-;206,91;206,91;206,91
20190203;14;-;196,91;196,91;196,91
20190203;15;-;225,00;225,00;225,00
20190203;16;-;196,91;196,91;196,91
20190203;17;-;196,91;196,91;196,91
20190203;18;-;237,89;237,89;237,89
20190203;19;-;206,91;206,91;206,91
20190203;20;-;210,91;210,91;210,91
20190203;21;-;196,91;196,91;196,91
20190203;22;-;170,91;170,91;170,91
20190203;23;-;196,91;196,91;196,91
20190203;24;-;170,91;170,91;170,91
20190204;1;-;188,84;188,84;188,84
20190204;2;-;188,72;188,72;188,72
20190204;3;-;179,93;179,93;179,93
20190204;4;-;188,60;188,60;188,60
20190204;5;-;188,84;188,84;188,84
20190204;6;-;188,72;188,72;188,72
20190204;7;-;201,91;201,91;201,91
20190204;8;28,84;212,89;212,89;212,89
20190204;9;29,51;211,91;211,91;211,91
20190204;10;30,16;215,89;215,89;215,89
20190204;11;29,84;281,28;281,28;281,28
20190204;12;31,40;281,28;281,28;281,28
20190204;13;32,63;281,28;281,28;281,28
20190204;14;35,08;302,44;302,44;302,44
20190204;15;33,61;302,44;302,44;302,44
20190204;16;31,01;281,28;281,28;281,28
20190204;17;32,45;281,28;281,28;281,28
20190204;18;36,04;320,00;320,00;320,00
20190204;19;32,10;281,28;281,28;281,28
20190204;20;30,24;281,28;281,28;281,28
20190204;21;27,32;281,28;281,28;281,28
20190204;22;21,20;272,72;272,72;272,72
20190204;23;-;195,62;195,62;195,62
20190204;24;-;195,26;195,26;195,26
20190205;1;-;191,02;191,02;191,02
20190205;2;-;182,30;182,30;182,30
20190205;3;-;182,06;182,06;182,06
20190205;4;-;182,06;182,06;182,06
20190205;5;-;182,06;182,06;182,06
20190205;6;-;182,54;182,54;182,54
20190205;7;-;211,91;211,91;211,91
20190205;8;26,74;216,89;216,89;216,89
20190205;9;29,43;216,89;216,89;216,89
20190205;10;29,90;246,22;246,22;246,22
20190205;11;30,27;221,91;221,91;221,91
20190205;12;28,52;221,91;221,91;221,91
20190205;13;28,41;281,28;281,28;281,28
20190205;14;29,62;281,28;281,28;281,28
20190205;15;28,98;221,91;221,91;221,91
20190205;16;28,39;221,91;221,91;221,91
20190205;17;28,88;253,93;253,93;253,93
20190205;18;30,62;281,28;281,28;281,28
20190205;19;28,90;281,28;281,28;281,28
20190205;20;27,82;281,28;281,28;281,28
20190205;21;26,26;246,22;246,22;246,22
20190205;22;21,16;214,89;214,89;214,89
20190205;23;-;201,91;201,91;201,91
20190205;24;-;191,91;191,91;191,91
20190206;1;-;186,91;186,91;186,91
20190206;2;-;181,29;181,29;181,29
20190206;3;-;181,17;181,17;181,17
20190206;4;-;181,29;181,29;181,29
20190206;5;-;189,90;189,90;189,90
20190206;6;-;191,91;191,91;191,91
20190206;7;-;245,25;245,25;245,25
20190206;8;27,40;225,89;225,89;225,89
20190206;9;28,27;281,28;281,28;281,28
20190206;10;30,07;281,28;281,28;281,28
20190206;11;29,49;281,28;281,28;281,28
20190206;12;30,36;281,28;281,28;281,28
20190206;13;30,33;281,28;281,28;281,28
20190206;14;30,68;281,28;281,28;281,28
20190206;15;29,00;245,46;245,46;245,46
20190206;16;26,94;224,89;224,89;224,89
20190206;17;29,01;224,89;224,89;224,89
20190206;18;30,97;245,46;245,46;245,46
20190206;19;29,57;245,25;245,25;245,25
20190206;20;28,36;211,91;211,91;211,91
20190206;21;25,51;221,89;221,89;221,89
20190206;22;20,43;200,00;200,00;200,00
20190206;23;-;201,91;201,91;201,91
20190206;24;-;196,91;196,91;196,91
20190207;1;-;215,49;215,49;215,49
20190207;2;-;194,09;194,09;194,09
20190207;3;-;193,85;193,85;193,85
20190207;4;-;194,21;194,21;194,21
20190207;5;-;215,60;215,60;215,60
20190207;6;-;215,49;215,49;215,49
20190207;7;-;248,89;248,89;248,89
20190207;8;24,17;282,93;282,93;282,93
20190207;9;26,69;282,93;282,93;282,93
20190207;10;27,16;282,93;282,93;282,93
20190207;11;27,36;282,93;282,93;282,93
20190207;12;26,65;282,93;282,93;282,93
20190207;13;26,51;282,93;282,93;282,93
20190207;14;26,25;282,93;282,93;282,93
20190207;15;25,58;226,89;226,89;226,89
20190207;16;22,63;270,00;270,00;270,00
20190207;17;23,94;215,49;215,49;215,49
20190207;18;25,20;250,91;250,91;250,91
20190207;19;24,92;226,89;226,89;226,89
20190207;20;23,45;226,89;226,89;226,89
20190207;21;20,65;282,93;282,93;282,93
20190207;22;19,83;215,25;215,25;215,25
20190207;23;-;200,50;200,50;200,50
20190207;24;-;200,30;200,30;200,30
20190208;1;-;194,25;194,25;194,25
20190208;2;-;186,46;186,46;186,46
20190208;3;-;186,10;186,10;186,10
20190208;4;-;186,22;186,22;186,22
20190208;5;-;194,61;194,61;194,61
20190208;6;-;200,51;200,51;200,51
20190208;7;-;227,89;227,89;227,89
20190208;8;22,12;227,89;227,89;227,89
20190208;9;24,27;228,89;228,89;228,89
20190208;10;24,87;228,89;228,89;228,89
20190208;11;24,84;256,50;256,50;256,50
20190208;12;25,43;313,46;313,46;313,46
20190208;13;25,18;283,14;283,14;283,14
20190208;14;24,99;283,14;283,14;283,14
20190208;15;24,73;227,89;227,89;227,89
20190208;16;23,28;227,89;227,89;227,89
20190208;17;23,61;201,91;201,91;201,91
20190208;18;25,64;228,89;228,89;228,89
20190208;19;24,76;200,75;200,75;200,75
20190208;20;23,72;200,87;200,87;200,87
20190208;21;21,28;200,63;200,63;200,63
20190208;22;20,34;194,61;194,61;194,61
20190208;23;-;194,61;194,61;194,61
20190208;24;-;194,49;194,49;194,49
20190209;1;-;165,91;165,91;165,91
20190209;2;-;72,24;72,24;72,24
20190209;3;-;72,24;72,24;72,24
20190209;4;-;72,24;72,24;72,24
20190209;5;-;165,91;165,91;165,91
20190209;6;-;165,91;165,91;165,91
20190209;7;-;165,91;165,91;165,91
20190209;8;-;165,91;165,91;165,91
20190209;9;-;229,00;229,00;229,00
20190209;10;-;261,93;261,93;261,93
20190209;11;-;229,00;229,00;229,00
20190209;12;-;196,91;196,91;196,91
20190209;13;-;186,91;186,91;186,91
20190209;14;-;196,91;196,91;196,91
20190209;15;-;186,91;186,91;186,91
20190209;16;-;175,91;175,91;175,91
20190209;17;-;74,74;74,74;74,74
20190209;18;-;196,91;196,91;196,91
20190209;19;-;175,91;175,91;175,91
20190209;20;-;175,91;175,91;175,91
20190209;21;-;186,91;186,91;186,91
20190209;22;-;175,91;175,91;175,91
20190209;23;-;72,24;72,24;72,24
20190209;24;-;72,12;72,12;72,12
20190210;1;-;72,24;72,24;72,24
20190210;2;-;70,01;70,01;70,01
20190210;3;-;70,00;70,00;70,00
20190210;4;-;70,00;70,00;70,00
20190210;5;-;70,00;70,00;70,00
20190210;6;-;70,01;70,01;70,01
20190210;7;-;71,72;71,72;71,72
20190210;8;-;72,00;72,00;72,00
20190210;9;-;72,24;72,24;72,24
20190210;10;-;190,89;190,89;190,89
20190210;11;-;228,52;228,52;228,52
20190210;12;-;249,78;249,78;249,78
20190210;13;-;228,30;228,30;228,30
20190210;14;-;77,12;77,12;77,12
20190210;15;-;73,74;73,74;73,74
20190210;16;-;72,24;72,24;72,24
20190210;17;-;72,24;72,24;72,24
20190210;18;-;200,89;200,89;200,89
20190210;19;-;229,20;229,20;229,20
20190210;20;-;257,48;257,48;257,48
20190210;21;-;237,34;237,34;237,34
20190210;22;-;206,50;206,50;206,50
20190210;23;-;216,20;216,20;216,20
20190210;24;-;130,89;130,89;130,89
20190211;1;-;182,14;182,14;182,14
20190211;2;-;182,02;182,02;182,02
20190211;3;-;182,14;182,14;182,14
20190211;4;-;182,26;182,26;182,26
20190211;5;-;182,38;182,38;182,38
20190211;6;-;191,18;191,18;191,18
20190211;7;-;212,70;212,70;212,70
20190211;8;22,20;282,13;282,13;282,13
20190211;9;23,62;282,13;282,13;282,13
20190211;10;24,09;234,71;234,71;234,71
20190211;11;24,10;212,70;212,70;212,70
20190211;12;22,44;202,36;202,36;202,36
20190211;13;21,92;202,36;202,36;202,36
20190211;14;21,93;215,89;215,89;215,89
20190211;15;22,06;202,36;202,36;202,36
20190211;16;21,30;202,36;202,36;202,36
20190211;17;21,71;202,36;202,36;202,36
20190211;18;22,78;212,70;212,70;212,70
20190211;19;22,46;212,46;212,46;212,46
20190211;20;22,21;200,89;200,89;200,89
20190211;21;21,44;202,36;202,36;202,36
20190211;22;21,14;200,00;200,00;200,00
20190211;23;-;191,54;191,54;191,54
20190211;24;-;182,62;182,62;182,62
20190212;1;-;186,07;186,07;186,07
20190212;2;-;185,83;185,83;185,83
20190212;3;-;174,83;174,83;174,83
20190212;4;-;174,71;174,71;174,71
20190212;5;-;186,19;186,19;186,19
20190212;6;-;186,67;186,67;186,67
20190212;7;-;200,74;200,74;200,74
20190212;8;22,75;200,00;200,00;200,00
20190212;9;23,77;200,98;200,98;200,98
20190212;10;25,83;201,10;201,10;201,10
20190212;11;24,75;200,74;200,74;200,74
20190212;12;24,36;200,74;200,74;200,74
20190212;13;23,22;200,00;200,00;200,00
20190212;14;23,24;200,98;200,98;200,98
20190212;15;21,85;200,00;200,00;200,00
20190212;16;22,78;200,98;200,98;200,98
20190212;17;23,50;215,89;215,89;215,89
20190212;18;26,50;283,27;283,27;283,27
20190212;19;26,83;283,27;283,27;283,27
20190212;20;25,61;283,27;283,27;283,27
