Data;Godzina;COR;CRO;CROs;CROz
20180501;1;-;184,80;184,80;184,80
20180501;2;-;186,89;186,89;186,89
20180501;3;-;182,80;182,80;182,80
20180501;4;-;182,10;182,10;182,10
20180501;5;-;181,45;181,45;181,45
20180501;6;-;179,40;179,40;179,40
20180501;7;-;166,89;166,89;166,89
20180501;8;-;166,89;166,89;166,89
20180501;9;-;179,40;179,40;179,40
20180501;10;-;176,44;176,44;176,44
20180501;11;-;186,89;186,89;186,89
20180501;12;-;186,89;186,89;186,89
20180501;13;-;171,44;171,44;171,44
20180501;14;-;166,89;166,89;166,89
20180501;15;-;173,94;173,94;173,94
20180501;16;-;166,89;166,89;166,89
20180501;17;-;156,89;156,89;156,89
20180501;18;-;135,91;135,91;135,91
20180501;19;-;135,91;135,91;135,91
20180501;20;-;156,89;156,89;156,89
20180501;21;-;166,00;166,00;166,00
20180501;22;-;166,89;166,89;166,89
20180501;23;-;136,90;136,90;136,90
20180501;24;-;134,90;134,90;134,90
20180502;1;-;142,14;142,14;142,14
20180502;2;-;142,91;142,91;142,91
20180502;3;-;142,02;142,02;142,02
20180502;4;-;142,02;142,02;142,02
20180502;5;-;141,91;141,91;141,91
20180502;6;-;142,26;142,26;142,26
20180502;7;-;155,99;155,99;155,99
20180502;8;25,83;169,00;169,00;169,00
20180502;9;26,68;169,00;169,00;169,00
20180502;10;28,73;198,47;198,47;198,47
20180502;11;31,60;221,16;221,16;221,16
20180502;12;31,71;265,00;265,00;265,00
20180502;13;32,28;234,35;234,35;234,35
20180502;14;31,96;234,35;234,35;234,35
20180502;15;26,37;230,00;230,00;230,00
20180502;16;25,35;230,80;230,80;230,80
20180502;17;22,59;221,16;221,16;221,16
20180502;18;22,58;221,16;221,16;221,16
20180502;19;23,78;169,00;169,00;169,00
20180502;20;27,97;169,00;169,00;169,00
20180502;21;28,49;169,00;169,00;169,00
20180502;22;27,07;169,00;169,00;169,00
20180502;23;-;176,42;176,42;176,42
20180502;24;-;155,89;155,89;155,89
20180503;1;-;183,30;183,30;183,30
20180503;2;-;180,91;180,91;180,91
20180503;3;-;180,60;180,60;180,60
20180503;4;-;179,90;179,90;179,90
20180503;5;-;166,00;166,00;166,00
20180503;6;-;181,25;181,25;181,25
20180503;7;-;195,00;195,00;195,00
20180503;8;-;180,91;180,91;180,91
20180503;9;-;220,88;220,88;220,88
20180503;10;-;226,60;226,60;226,60
20180503;11;-;221,16;221,16;221,16
20180503;12;-;220,85;220,85;220,85
20180503;13;-;180,91;180,91;180,91
20180503;14;-;185,89;185,89;185,89
20180503;15;-;180,91;180,91;180,91
20180503;16;-;149,00;149,00;149,00
20180503;17;-;149,00;149,00;149,00
20180503;18;-;149,00;149,00;149,00
20180503;19;-;149,00;149,00;149,00
20180503;20;-;143,00;143,00;143,00
20180503;21;-;170,00;170,00;170,00
20180503;22;-;170,00;170,00;170,00
20180503;23;-;170,00;170,00;170,00
20180503;24;-;149,00;149,00;149,00
20180504;1;-;141,74;141,74;141,74
20180504;2;-;141,86;141,86;141,86
20180504;3;-;141,62;141,62;141,62
20180504;4;-;141,74;141,74;141,74
20180504;5;-;142,22;142,22;142,22
20180504;6;-;141,98;141,98;141,98
20180504;7;-;152,63;152,63;152,63
20180504;8;27,84;166,18;166,18;166,18
20180504;9;28,08;169,23;169,23;169,23
20180504;10;29,21;170,00;170,00;170,00
20180504;11;29,22;169,23;169,23;169,23
20180504;12;29,25;169,23;169,23;169,23
20180504;13;29,20;169,23;169,23;169,23
20180504;14;29,81;169,23;169,23;169,23
20180504;15;28,01;166,18;166,18;166,18
20180504;16;26,58;156,17;156,17;156,17
20180504;17;24,76;152,75;152,75;152,75
20180504;18;23,80;152,87;152,87;152,87
20180504;19;23,62;169,23;169,23;169,23
20180504;20;24,60;169,23;169,23;169,23
20180504;21;26,12;220,00;220,00;220,00
20180504;22;24,52;169,23;169,23;169,23
20180504;23;-;148,80;148,80;148,80
20180504;24;-;148,80;148,80;148,80
20180505;1;-;138,57;138,57;138,57
20180505;2;-;145,91;145,91;145,91
20180505;3;-;138,57;138,57;138,57
20180505;4;-;145,91;145,91;145,91
20180505;5;-;145,91;145,91;145,91
20180505;6;-;135,00;135,00;135,00
20180505;7;-;138,57;138,57;138,57
20180505;8;-;138,57;138,57;138,57
20180505;9;-;155,91;155,91;155,91
20180505;10;-;165,89;165,89;165,89
20180505;11;-;169,00;169,00;169,00
20180505;12;-;169,00;169,00;169,00
20180505;13;-;165,89;165,89;165,89
20180505;14;-;161,89;161,89;161,89
20180505;15;-;161,89;161,89;161,89
20180505;16;-;152,00;152,00;152,00
20180505;17;-;160,89;160,89;160,89
20180505;18;-;152,00;152,00;152,00
20180505;19;-;150,91;150,91;150,91
20180505;20;-;165,89;165,89;165,89
20180505;21;-;165,89;165,89;165,89
20180505;22;-;165,89;165,89;165,89
20180505;23;-;150,91;150,91;150,91
20180505;24;-;161,89;161,89;161,89
20180506;1;-;133,98;133,98;133,98
20180506;2;-;160,89;160,89;160,89
20180506;3;-;134,09;134,09;134,09
20180506;4;-;135,91;135,91;135,91
20180506;5;-;134,09;134,09;134,09
20180506;6;-;135,63;135,63;135,63
20180506;7;-;135,63;135,63;135,63
20180506;8;-;160,89;160,89;160,89
20180506;9;-;177,59;177,59;177,59
20180506;10;-;184,89;184,89;184,89
20180506;11;-;184,89;184,89;184,89
20180506;12;-;168,00;168,00;168,00
20180506;13;-;168,00;168,00;168,00
20180506;14;-;168,00;168,00;168,00
20180506;15;-;168,00;168,00;168,00
20180506;16;-;168,00;168,00;168,00
20180506;17;-;160,89;160,89;160,89
20180506;18;-;160,89;160,89;160,89
20180506;19;-;160,89;160,89;160,89
20180506;20;-;184,89;184,89;184,89
20180506;21;-;184,89;184,89;184,89
20180506;22;-;184,89;184,89;184,89
20180506;23;-;165,00;165,00;165,00
20180506;24;-;140,91;140,91;140,91
20180507;1;-;135,90;135,90;135,90
20180507;2;-;135,91;135,91;135,91
20180507;3;-;134,30;134,30;134,30
20180507;4;-;135,90;135,90;135,90
20180507;5;-;141,70;141,70;141,70
20180507;6;-;141,70;141,70;141,70
20180507;7;-;168,00;168,00;168,00
20180507;8;42,58;169,00;169,00;169,00
20180507;9;42,58;179,00;179,00;179,00
