Data;Godzina;COR;CRO;CROs;CROz
20180701;1;-;155,00;155,00;155,00
20180701;2;-;150,89;150,89;150,89
20180701;3;-;150,89;150,89;150,89
20180701;4;-;150,89;150,89;150,89
20180701;5;-;150,89;150,89;150,89
20180701;6;-;150,91;150,91;150,91
20180701;7;-;155,00;155,00;155,00
20180701;8;-;174,80;174,80;174,80
20180701;9;-;158,89;158,89;158,89
20180701;10;-;158,89;158,89;158,89
20180701;11;-;174,80;174,80;174,80
20180701;12;-;173,00;173,00;173,00
20180701;13;-;173,00;173,00;173,00
20180701;14;-;173,00;173,00;173,00
20180701;15;-;165,91;165,91;165,91
20180701;16;-;158,89;158,89;158,89
20180701;17;-;158,89;158,89;158,89
20180701;18;-;165,91;165,91;165,91
20180701;19;-;209,69;209,69;209,69
20180701;20;-;219,69;219,69;219,69
20180701;21;-;228,68;228,68;228,68
20180701;22;-;228,68;228,68;228,68
20180701;23;-;223,37;223,37;223,37
20180701;24;-;176,00;176,00;176,00
20180702;1;-;160,91;160,91;160,91
20180702;2;-;150,89;150,89;150,89
20180702;3;-;156,91;156,91;156,91
20180702;4;-;152,89;152,89;152,89
20180702;5;-;186,80;186,80;186,80
20180702;6;-;160,91;160,91;160,91
20180702;7;-;186,90;186,90;186,90
20180702;8;34,51;244,00;244,00;244,00
20180702;9;37,46;247,80;247,80;247,80
20180702;10;36,23;244,00;244,00;244,00
20180702;11;34,91;220,00;220,00;220,00
20180702;12;33,86;247,80;247,80;247,80
20180702;13;32,69;274,04;274,04;274,04
20180702;14;33,82;274,04;274,04;274,04
20180702;15;34,27;274,04;274,04;274,04
20180702;16;34,03;264,48;264,48;264,48
20180702;17;33,37;265,91;265,91;265,91
20180702;18;37,28;274,04;274,04;274,04
20180702;19;41,35;279,98;279,98;279,98
20180702;20;41,66;279,98;279,98;279,98
20180702;21;39,19;274,04;274,04;274,04
20180702;22;34,66;274,04;274,04;274,04
20180702;23;-;228,77;228,77;228,77
20180702;24;-;234,68;234,68;234,68
20180703;1;-;210,01;210,01;210,01
20180703;2;-;193,62;193,62;193,62
20180703;3;-;178,89;178,89;178,89
20180703;4;-;193,51;193,51;193,51
20180703;5;-;191,70;191,70;191,70
20180703;6;-;193,63;193,63;193,63
20180703;7;-;228,98;228,98;228,98
20180703;8;40,80;247,80;247,80;247,80
20180703;9;42,58;247,80;247,80;247,80
20180703;10;42,58;280,25;280,25;280,25
20180703;11;42,58;290,60;290,60;290,60
20180703;12;42,58;280,22;280,22;280,22
20180703;13;42,58;290,70;290,70;290,70
20180703;14;42,58;280,22;280,22;280,22
20180703;15;42,58;280,22;280,22;280,22
20180703;16;42,58;280,22;280,22;280,22
20180703;17;42,58;247,80;247,80;247,80
20180703;18;42,58;247,80;247,80;247,80
20180703;19;42,58;274,28;274,28;274,28
20180703;20;42,58;325,49;325,49;325,49
20180703;21;42,58;360,20;360,20;360,20
20180703;22;42,58;280,25;280,25;280,25
20180703;23;-;247,80;247,80;247,80
20180703;24;-;234,92;234,92;234,92
20180704;1;-;208,69;208,69;208,69
20180704;2;-;198,89;198,89;198,89
20180704;3;-;193,70;193,70;193,70
20180704;4;-;177,00;177,00;177,00
20180704;5;-;177,00;177,00;177,00
20180704;6;-;196,93;196,93;196,93
20180704;7;-;224,38;224,38;224,38
20180704;8;35,07;244,00;244,00;244,00
20180704;9;36,52;244,00;244,00;244,00
20180704;10;38,76;244,00;244,00;244,00
20180704;11;37,88;247,80;247,80;247,80
20180704;12;39,29;244,00;244,00;244,00
20180704;13;42,58;311,37;311,37;311,37
20180704;14;42,09;274,12;274,12;274,12
20180704;15;40,35;308,49;308,49;308,49
20180704;16;40,51;311,37;311,37;311,37
20180704;17;37,60;280,06;280,06;280,06
20180704;18;36,04;274,09;274,09;274,09
20180704;19;32,85;247,80;247,80;247,80
20180704;20;34,50;280,03;280,03;280,03
20180704;21;34,73;274,12;274,12;274,12
20180704;22;33,51;247,80;247,80;247,80
20180704;23;-;244,45;244,45;244,45
20180704;24;-;244,00;244,00;244,00
20180705;1;-;211,24;211,24;211,24
20180705;2;-;209,60;209,60;209,60
20180705;3;-;194,53;194,53;194,53
20180705;4;-;194,48;194,48;194,48
20180705;5;-;178,89;178,89;178,89
20180705;6;-;176,89;176,89;176,89
20180705;7;-;206,60;206,60;206,60
20180705;8;35,76;220,00;220,00;220,00
20180705;9;37,96;244,00;244,00;244,00
20180705;10;39,69;244,00;244,00;244,00
20180705;11;42,58;244,00;244,00;244,00
20180705;12;42,55;244,00;244,00;244,00
20180705;13;42,58;244,00;244,00;244,00
20180705;14;42,58;206,60;206,60;206,60
20180705;15;39,63;199,00;199,00;199,00
20180705;16;40,06;199,00;199,00;199,00
20180705;17;37,80;244,00;244,00;244,00
20180705;18;37,53;244,00;244,00;244,00
20180705;19;37,89;244,00;244,00;244,00
20180705;20;38,19;247,80;247,80;247,80
20180705;21;37,76;247,80;247,80;247,80
20180705;22;37,31;244,00;244,00;244,00
20180705;23;-;220,00;220,00;220,00
20180705;24;-;209,15;209,15;209,15
20180706;1;-;211,17;211,17;211,17
20180706;2;-;211,35;211,35;211,35
20180706;3;-;211,06;211,06;211,06
20180706;4;-;210,09;210,09;210,09
20180706;5;-;208,00;208,00;208,00
20180706;6;-;209,27;209,27;209,27
20180706;7;-;215,18;215,18;215,18
20180706;8;37,13;280,96;280,96;280,96
20180706;9;42,55;280,96;280,96;280,96
20180706;10;42,58;294,01;294,01;294,01
20180706;11;42,58;294,01;294,01;294,01
20180706;12;42,58;325,49;325,49;325,49
20180706;13;42,58;348,90;348,90;348,90
20180706;14;42,58;347,42;347,42;347,42
20180706;15;41,96;290,00;290,00;290,00
20180706;16;41,97;280,96;280,96;280,96
20180706;17;38,00;275,03;275,03;275,03
20180706;18;38,17;275,00;275,00;275,00
20180706;19;33,92;265,04;265,04;265,04
20180706;20;32,47;269,30;269,30;269,30
20180706;21;35,07;275,00;275,00;275,00
20180706;22;33,22;267,62;267,62;267,62
20180706;23;-;229,70;229,70;229,70
20180706;24;-;213,67;213,67;213,67
20180707;1;-;213,00;213,00;213,00
20180707;2;-;179,89;179,89;179,89
20180707;3;-;188,90;188,90;188,90
20180707;4;-;189,40;189,40;189,40
20180707;5;-;181,89;181,89;181,89
20180707;6;-;179,89;179,89;179,89
20180707;7;-;181,89;181,89;181,89
20180707;8;-;244,00;244,00;244,00
20180707;9;-;244,00;244,00;244,00
