Data;Godzina;COR;CRO;CROs;CROz
20190401;1;-;178,72;178,72;178,72
20190401;2;-;178,84;178,84;178,84
20190401;3;-;187,43;187,43;187,43
20190401;4;-;187,67;187,67;187,67
20190401;5;-;187,67;187,67;187,67
20190401;6;-;187,79;187,79;187,79
20190401;7;-;242,84;242,84;242,84
20190401;8;34,80;281,32;281,32;281,32
20190401;9;42,86;281,32;281,32;281,32
20190401;10;43,73;281,32;281,32;281,32
20190401;11;43,12;248,93;248,93;248,93
20190401;12;43,73;243,08;243,08;243,08
20190401;13;43,73;214,00;214,00;214,00
20190401;14;43,73;208,89;208,89;208,89
20190401;15;40,26;205,89;205,89;205,89
20190401;16;37,17;194,43;194,43;194,43
20190401;17;35,65;194,31;194,31;194,31
20190401;18;32,74;194,19;194,19;194,19
20190401;19;31,73;187,91;187,91;187,91
20190401;20;36,87;207,89;207,89;207,89
20190401;21;37,86;207,89;207,89;207,89
20190401;22;27,65;187,55;187,55;187,55
20190401;23;-;178,60;178,60;178,60
20190401;24;-;178,60;178,60;178,60
20190402;1;-;179,92;179,92;179,92
20190402;2;-;180,04;180,04;180,04
20190402;3;-;179,68;179,68;179,68
20190402;4;-;179,56;179,56;179,56
20190402;5;-;179,80;179,80;179,80
20190402;6;-;180,16;180,16;180,16
20190402;7;-;189,03;189,03;189,03
20190402;8;23,78;189,15;189,15;189,15
20190402;9;24,54;287,38;287,38;287,38
20190402;10;24,85;281,38;281,38;281,38
20190402;11;23,11;189,15;189,15;189,15
20190402;12;22,55;189,15;189,15;189,15
20190402;13;23,12;189,15;189,15;189,15
20190402;14;22,90;189,03;189,03;189,03
20190402;15;21,32;180,28;180,28;180,28
20190402;16;20,16;180,16;180,16;180,16
20190402;17;19,27;180,16;180,16;180,16
20190402;18;18,96;180,40;180,40;180,40
20190402;19;18,88;185,00;185,00;185,00
20190402;20;21,83;281,38;281,38;281,38
20190402;21;22,65;281,38;281,38;281,38
20190402;22;19,58;185,00;185,00;185,00
20190402;23;-;189,27;189,27;189,27
20190402;24;-;180,52;180,52;180,52
20190403;1;-;179,86;179,86;179,86
20190403;2;-;179,98;179,98;179,98
20190403;3;-;179,74;179,74;179,74
20190403;4;-;179,86;179,86;179,86
20190403;5;-;179,98;179,98;179,98
20190403;6;-;180,22;180,22;180,22
20190403;7;-;254,46;254,46;254,46
20190403;8;23,86;287,38;287,38;287,38
20190403;9;26,88;301,01;301,01;301,01
20190403;10;25,51;310,00;310,00;310,00
20190403;11;23,34;287,38;287,38;287,38
20190403;12;23,93;281,40;281,40;281,40
20190403;13;24,31;277,59;277,59;277,59
20190403;14;24,79;189,32;189,32;189,32
20190403;15;22,94;189,32;189,32;189,32
20190403;16;22,13;189,32;189,32;189,32
20190403;17;21,55;189,32;189,32;189,32
20190403;18;21,16;208,42;208,42;208,42
20190403;19;23,43;265,75;265,75;265,75
20190403;20;26,23;287,38;287,38;287,38
20190403;21;24,40;281,40;281,40;281,40
20190403;22;22,26;265,50;265,50;265,50
20190403;23;-;189,32;189,32;189,32
20190403;24;-;189,08;189,08;189,08
20190404;1;-;180,40;180,40;180,40
20190404;2;-;180,16;180,16;180,16
20190404;3;-;180,04;180,04;180,04
20190404;4;-;180,04;180,04;180,04
20190404;5;-;180,28;180,28;180,28
20190404;6;-;189,24;189,24;189,24
20190404;7;-;195,73;195,73;195,73
20190404;8;26,74;280,74;280,74;280,74
20190404;9;26,86;281,45;281,45;281,45
20190404;10;26,56;281,45;281,45;281,45
20190404;11;25,26;281,45;281,45;281,45
20190404;12;26,34;211,00;211,00;211,00
20190404;13;25,99;210,44;210,44;210,44
20190404;14;25,17;195,73;195,73;195,73
20190404;15;24,19;189,24;189,24;189,24
20190404;16;24,03;185,00;185,00;185,00
20190404;17;23,31;180,64;180,64;180,64
20190404;18;23,31;185,00;185,00;185,00
20190404;19;24,32;189,24;189,24;189,24
20190404;20;26,64;211,00;211,00;211,00
20190404;21;28,66;211,00;211,00;211,00
20190404;22;24,14;185,00;185,00;185,00
20190404;23;-;180,40;180,40;180,40
20190404;24;-;180,40;180,40;180,40
20190405;1;-;180,37;180,37;180,37
20190405;2;-;180,85;180,85;180,85
20190405;3;-;180,61;180,61;180,61
20190405;4;-;180,85;180,85;180,85
20190405;5;-;180,97;180,97;180,97
20190405;6;-;180,85;180,85;180,85
20190405;7;-;196,45;196,45;196,45
20190405;8;29,80;211,50;211,50;211,50
20190405;9;36,55;281,58;281,58;281,58
20190405;10;38,25;311,76;311,76;311,76
20190405;11;38,63;300,88;300,88;300,88
20190405;12;37,69;288,28;288,28;288,28
20190405;13;36,63;281,58;281,58;281,58
20190405;14;37,09;260,18;260,18;260,18
20190405;15;33,44;281,58;281,58;281,58
20190405;16;29,32;311,76;311,76;311,76
20190405;17;27,37;311,76;311,76;311,76
20190405;18;26,35;299,37;299,37;299,37
20190405;19;25,73;281,58;281,58;281,58
20190405;20;28,51;281,58;281,58;281,58
20190405;21;30,64;211,12;211,12;211,12
20190405;22;23,12;185,00;185,00;185,00
20190405;23;-;181,21;181,21;181,21
20190405;24;-;180,97;180,97;180,97
20190406;1;-;102,68;102,68;102,68
20190406;2;-;203,00;203,00;203,00
20190406;3;-;74,62;74,62;74,62
20190406;4;-;74,62;74,62;74,62
20190406;5;-;202,00;202,00;202,00
20190406;6;-;227,00;227,00;227,00
20190406;7;-;77,00;77,00;77,00
20190406;8;-;239,79;239,79;239,79
20190406;9;-;267,89;267,89;267,89
20190406;10;-;280,00;280,00;280,00
20190406;11;-;280,00;280,00;280,00
20190406;12;-;267,89;267,89;267,89
20190406;13;-;257,96;257,96;257,96
20190406;14;-;265,34;265,34;265,34
20190406;15;-;252,74;252,74;252,74
20190406;16;-;252,16;252,16;252,16
20190406;17;-;242,62;242,62;242,62
20190406;18;-;252,16;252,16;252,16
20190406;19;-;265,34;265,34;265,34
20190406;20;-;268,02;268,02;268,02
20190406;21;-;262,82;262,82;262,82
20190406;22;-;252,16;252,16;252,16
20190406;23;-;202,00;202,00;202,00
20190406;24;-;77,24;77,24;77,24
20190407;1;-;72,24;72,24;72,24
20190407;2;-;72,24;72,24;72,24
20190407;3;-;72,24;72,24;72,24
20190407;4;-;231,80;231,80;231,80
20190407;5;-;248,37;248,37;248,37
20190407;6;-;242,62;242,62;242,62
20190407;7;-;218,50;218,50;218,50
20190407;8;-;218,50;218,50;218,50
20190407;9;-;218,50;218,50;218,50
20190407;10;-;77,24;77,24;77,24
20190407;11;-;231,80;231,80;231,80
20190407;12;-;77,57;77,57;77,57
20190407;13;-;77,33;77,33;77,33
20190407;14;-;77,24;77,24;77,24
20190407;15;-;77,12;77,12;77,12
20190407;16;-;77,00;77,00;77,00
20190407;17;-;77,00;77,00;77,00
20190407;18;-;77,12;77,12;77,12
20190407;19;-;77,24;77,24;77,24
20190407;20;-;248,37;248,37;248,37
20190407;21;-;248,37;248,37;248,37
20190407;22;-;77,90;77,90;77,90
20190407;23;-;256,89;256,89;256,89
20190407;24;-;264,98;264,98;264,98
20190408;1;-;201,14;201,14;201,14
20190408;2;-;201,14;201,14;201,14
20190408;3;-;201,14;201,14;201,14
20190408;4;-;206,34;206,34;206,34
20190408;5;-;206,34;206,34;206,34
20190408;6;-;207,30;207,30;207,30
20190408;7;-;223,11;223,11;223,11
20190408;8;38,12;285,26;285,26;285,26
20190408;9;43,73;285,26;285,26;285,26
20190408;10;43,73;285,26;285,26;285,26
20190408;11;43,73;285,26;285,26;285,26
20190408;12;43,73;285,26;285,26;285,26
20190408;13;43,73;285,26;285,26;285,26
20190408;14;43,73;285,26;285,26;285,26
20190408;15;41,02;285,26;285,26;285,26
20190408;16;37,13;285,26;285,26;285,26
20190408;17;34,10;285,26;285,26;285,26
20190408;18;32,58;223,11;223,11;223,11
20190408;19;31,39;218,20;218,20;218,20
20190408;20;34,71;285,26;285,26;285,26
20190408;21;39,15;285,26;285,26;285,26
20190408;22;29,41;223,35;223,35;223,35
20190408;23;-;206,46;206,46;206,46
20190408;24;-;200,90;200,90;200,90
20190409;1;-;204,51;204,51;204,51
20190409;2;-;216,00;216,00;216,00
20190409;3;-;198,87;198,87;198,87
20190409;4;-;213,00;213,00;213,00
20190409;5;-;214,30;214,30;214,30
20190409;6;-;198,63;198,63;198,63
20190409;7;-;204,39;204,39;204,39
20190409;8;37,91;204,39;204,39;204,39
20190409;9;42,58;225,89;225,89;225,89
20190409;10;43,73;250,00;250,00;250,00
20190409;11;43,59;284,51;284,51;284,51
20190409;12;43,73;314,29;314,29;314,29
20190409;13;43,73;314,26;314,26;314,26
20190409;14;43,73;284,51;284,51;284,51
20190409;15;43,73;253,76;253,76;253,76
20190409;16;42,42;233,50;233,50;233,50
20190409;17;39,72;220,61;220,61;220,61
20190409;18;36,34;216,50;216,50;216,50
20190409;19;32,83;204,51;204,51;204,51
20190409;20;40,03;213,27;213,27;213,27
20190409;21;43,38;250,00;250,00;250,00
20190409;22;32,11;213,27;213,27;213,27
20190409;23;-;204,51;204,51;204,51
20190409;24;-;213,27;213,27;213,27
20190410;1;-;205,58;205,58;205,58
20190410;2;-;217,00;217,00;217,00
20190410;3;-;217,00;217,00;217,00
20190410;4;-;200,18;200,18;200,18
20190410;5;-;200,06;200,06;200,06
20190410;6;-;199,94;199,94;199,94
20190410;7;-;217,00;217,00;217,00
20190410;8;41,06;222,29;222,29;222,29
20190410;9;43,73;284,51;284,51;284,51
20190410;10;43,73;315,29;315,29;315,29
20190410;11;43,69;318,48;318,48;318,48
20190410;12;43,73;350,00;350,00;350,00
20190410;13;43,73;350,00;350,00;350,00
20190410;14;43,73;350,00;350,00;350,00
20190410;15;42,33;315,29;315,29;315,29
20190410;16;43,73;284,51;284,51;284,51
20190410;17;42,32;284,51;284,51;284,51
20190410;18;37,37;284,51;284,51;284,51
20190410;19;32,80;284,51;284,51;284,51
20190410;20;37,64;284,51;284,51;284,51
20190410;21;39,82;284,51;284,51;284,51
20190410;22;30,91;227,89;227,89;227,89
20190410;23;-;251,89;251,89;251,89
20190410;24;-;215,40;215,40;215,40
20190411;1;-;218,00;218,00;218,00
20190411;2;-;228,70;228,70;228,70
20190411;3;-;199,90;199,90;199,90
20190411;4;-;199,66;199,66;199,66
20190411;5;-;199,78;199,78;199,78
20190411;6;-;199,66;199,66;199,66
20190411;7;-;262,10;262,10;262,10
20190411;8;37,16;284,85;284,85;284,85
20190411;9;41,49;315,70;315,70;315,70
20190411;10;40,90;318,66;318,66;318,66
20190411;11;39,00;315,70;315,70;315,70
20190411;12;42,33;318,66;318,66;318,66
20190411;13;43,60;324,54;324,54;324,54
20190411;14;42,67;318,66;318,66;318,66
20190411;15;39,59;309,79;309,79;309,79
20190411;16;37,18;284,85;284,85;284,85
20190411;17;35,80;315,26;315,26;315,26
20190411;18;32,36;315,70;315,70;315,70
20190411;19;30,50;315,26;315,26;315,26
20190411;20;36,78;307,96;307,96;307,96
20190411;21;40,46;315,70;315,70;315,70
20190411;22;29,90;315,70;315,70;315,70
20190411;23;-;280,89;280,89;280,89
20190411;24;-;267,14;267,14;267,14
20190412;1;-;272,00;272,00;272,00
20190412;2;-;272,00;272,00;272,00
20190412;3;-;260,89;260,89;260,89
20190412;4;-;263,22;263,22;263,22
20190412;5;-;236,00;236,00;236,00
20190412;6;-;227,75;227,75;227,75
20190412;7;-;281,24;281,24;281,24
20190412;8;40,29;309,58;309,58;309,58
20190412;9;43,73;317,84;317,84;317,84
20190412;10;43,73;317,84;317,84;317,84
20190412;11;43,02;286,62;286,62;286,62
20190412;12;42,15;317,84;317,84;317,84
20190412;13;43,27;317,84;317,84;317,84
20190412;14;42,72;286,62;286,62;286,62
20190412;15;41,72;250,00;250,00;250,00
20190412;16;35,57;286,62;286,62;286,62
20190412;17;32,96;286,62;286,62;286,62
20190412;18;30,23;286,62;286,62;286,62
20190412;19;30,10;286,62;286,62;286,62
20190412;20;35,25;286,62;286,62;286,62
20190412;21;39,18;259,74;259,74;259,74
20190412;22;29,94;227,75;227,75;227,75
20190412;23;-;210,32;210,32;210,32
20190412;24;-;233,40;233,40;233,40
20190413;1;-;179,00;179,00;179,00
20190413;2;-;179,00;179,00;179,00
20190413;3;-;211,80;211,80;211,80
20190413;4;-;226,30;226,30;226,30
20190413;5;-;261,50;261,50;261,50
20190413;6;-;261,50;261,50;261,50
20190413;7;-;261,50;261,50;261,50
20190413;8;-;278,28;278,28;278,28
